# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
27 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 27 00000000.png

28 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 28 00000000.png

29 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 29 00000000.png

30 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 30 00000000.png

31 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 31 00000000.png

32 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 32 00000000.png

33 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 33 00000000.png

34 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 34 00000000.png

35 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 35 00000000.png

36 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 36 00000000.png

37 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 37 00000000.png

38 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 38 00000000.png

39 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 39 00000000.png

40 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 40 00000000.png

41 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 41 00000000.png

42 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 42 00000000.png

43 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 43 00000000.png

44 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 44 00000000.png

45 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 45 00000000.png

46 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 46 00000000.png

47 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 47 00000000.png

48 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 48 00000000.png

49 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 49 00000000.png

50 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 50 00000000.png

51 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 51 00000000.png

52 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 52 00000000.png

53 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 53 00000000.png

54 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 54 00000000.png

55 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 55 00000000.png

56 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 56 00000000.png

57 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 57 00000000.png

58 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 58 00000000.png

59 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 59 00000000.png

60 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 60 00000000.png

61 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 61 00000000.png

62 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 62 00000000.png

63 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 63 00000000.png

64 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 64 00000000.png

65 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 65 00000000.png

66 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 66 00000000.png

67 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 67 00000000.png

68 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 68 00000000.png

69 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 69 00000000.png

70 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 70 00000000.png

71 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 71 00000000.png

72 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 72 00000000.png

73 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 73 00000000.png

74 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 74 00000000.png

75 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 75 00000000.png

76 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 76 00000000.png

77 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 77 00000000.png

78 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 78 00000000.png

79 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 79 00000000.png

80 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 80 00000000.png

81 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 81 00000000.png

82 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 82 00000000.png

83 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 83 00000000.png

84 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 84 00000000.png

85 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 85 00000000.png

86 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 86 00000000.png

87 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 87 00000000.png

88 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 88 00000000.png

89 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 89 00000000.png

90 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 90 00000000.png

91 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 91 00000000.png

92 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 92 00000000.png

93 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 93 00000000.png

94 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 94 00000000.png

95 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 95 00000000.png

96 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 96 00000000.png

97 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 97 00000000.png

98 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 98 00000000.png

99 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 99 00000000.png

100 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 100 00000000.png

101 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 101 00000000.png

102 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 102 00000000.png

103 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 103 00000000.png

104 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 104 00000000.png

105 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 105 00000000.png

106 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 106 00000000.png

107 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 107 00000000.png

108 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 108 00000000.png

109 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 109 00000000.png

110 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 110 00000000.png

111 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 111 00000000.png

112 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 112 00000000.png

113 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 113 00000000.png

114 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 114 00000000.png

115 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 115 00000000.png

116 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 116 00000000.png

117 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 117 00000000.png

118 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 118 00000000.png

119 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 119 00000000.png

120 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 120 00000000.png

121 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 121 00000000.png

122 -0.997108 -0.00819311 -0.0753853 0.00499632 1.87078 0.0917372 8.50523 122 00000000.png


